City,Website,Revenue,Status,Value
Grand Junction,http://www.hlic.com,Undefined,Private,0
Santa Ana,https://www.santaanacc.org/,Undefined,Non Profit,0
Rock Island,https://www.rockislandauction.com,Below $1,Private,0
Boise,https://lovevery.com/,"$100,000,001 or Above",Private,0
Irvine,http://www.macdonaldcody.com,Undefined,Non Profit,0
Henderson,https://www.starnursery.com/,"$100,000,001 or Above",Private,0
Brentwood,https://www.curraxpharma.com/,"$25,000,001 to $100,000,000",Private,0
Irvine,https://www.parkavenueassetmgt.com/,Undefined,Private,1
Oxnard,http://gwvsb.org/,"$25,000,001 to $100,000,000",Private,1
Lakeside,http://www.amortega.com,Undefined,Private,1
New York,https://www.getampla.com/,"$25,000,001 to $100,000,000",Private,0
Dallas,https://www.towerstreetinsurance.com/,"$500,001 to $7,500,000",Private,0
Rancho Santa Fe,http://www.villaoasissandiego.com,Undefined,Private,0
Solana Beach,https://sentynl.com/,"$7,500,001 to $25,000,000",Private,0
West Burlington,https://www.bigriverresources.com/,"$100,000,001 or Above",Private,0
New York,https://www.mcf-esq.com/,Undefined,Private,0
Chicago,http://joinklover.com,"$7,500,001 to $25,000,000",Private,0
Sacramento,http://woodworkinstitute.com,"$500,001 to $7,500,000",Non Profit,0
Madison Heights,http://www.iwhcompanies.com,Undefined,Private,0
San Francisco,https://sflawlibrary.org/,"$500,001 to $7,500,000",Other,0
Abingdon,https://www.universalcompanies.com/,"$25,000,001 to $100,000,000",Private,0
New York,http://www.wbengineering.com,"$25,000,001 to $100,000,000",Private,0
Chicago,https://robbinsdimonte.com/,"$7,500,001 to $25,000,000",Other,0
Sacramento,http://www.royalelect.com,"$100,000,001 or Above",Private,0
Greenville,https://www.jpii.edu.bz/,Undefined,Non Profit,0
Newport Beach,https://www.cresscapital.com/,"$500,001 to $7,500,000",Private,0
Hoboken,https://www.hudsonpm.com/,"$500,001 to $7,500,000",Non Profit,1
Wall,https://www.ridesta.com/,"$100,000,001 or Above",Private,0
Naples,https://www.colliersreserve.com/,"$500,001 to $7,500,000",Private,0
Norwalk,https://www.shoffdarby.com/,Undefined,Private,0
New Orleans,https://gracenola.org/,Undefined,Private,0
Atlanta,http://literacyaction.org,"$500,001 to $7,500,000",Private,0
Gainesville,http://gnv4all.org/,"$1 to $500,000",Private,0
Dalton,http://WFCA.ORG,Below $1,Other,0
Kalispell,http://www.alamon.com,"$25,000,001 to $100,000,000",Private,0
Hatfield,https://nordiccoldchain.com/,"$25,000,001 to $100,000,000",Private,0
Barre,https://connected-circles.org/,Undefined,Private,0
Brisbane,https://trove.co/,"$7,500,001 to $25,000,000",Private,1
Pullman,http://hexamertherapeutics.com/,"$1 to $500,000",Private,0
"Erie, PA",http://homeinstead.com,Undefined,Private,0
West Palm Beach,http://www.summitmgmtpartners.com,"$7,500,001 to $25,000,000",Non Profit,1
Langhorne,https://www.davisacura.com/,Undefined,Private,0
Wildwood,http://jbyrneagency.com,Undefined,Private,0
Los Angeles,http://mynaswap.com,Below $1,Private,0
Ronkonkoma,https://www.libertyjet.com/,"$7,500,001 to $25,000,000",Non Profit,0
Chesterfield,https://thecrossing.church/,Undefined,Private,0
Marco Island,https://www.hideawaybeachclub.org/,"$7,500,001 to $25,000,000",Private,0
Denver,https://ulyssesdevelopment.com/,"$500,001 to $7,500,000",Private,0
Tustin,http://bestchoiceproducts.com,"$100,000,001 or Above",Private,0
Boston,http://aureus-asset.com/,Undefined,Private,0
Tustin,https://www.obriagroup.org/,"$500,001 to $7,500,000",Private,0
West Palm Beach,https://unitedfranchisegroup.com/,"$25,000,001 to $100,000,000",Non Profit,0
Savannah,https://www.corstrata.com/,"$500,001 to $7,500,000",Private,0
Brooklyn Park,http://www.switchbackmedical.com,"$7,500,001 to $25,000,000",Private,0
Mount Olive,https://www.tmpwdirect.com/,"$500,001 to $7,500,000",Private,0
Atlanta,https://leasequery.com/,"$25,000,001 to $100,000,000",Private,0
Dallas,https://daymarkliving.com/,"$500,001 to $7,500,000",Private,0
West Valley City,http://www.lexingtonlaw.com,"$100,000,001 or Above",Other,0
Cleveland,http://www.answercare.org,"$500,001 to $7,500,000",Private,0
Nashville,https://ramstoncapital.com/,"$25,000,001 to $100,000,000",Private,0
Houston,https://dynamicglass.com/,"$25,000,001 to $100,000,000",Private,0
Baton Rouge,http://support@aphtrust.com,Below $1,Private,0
Ormond Beach,https://occ1907.com/,"$500,001 to $7,500,000",Private,0
Long Island City,https://www.ezpawncorp.com/,Undefined,Private,0
Okeechobee,https://www.gilbertchevrolet.com/,Undefined,Private,0
Fort Worth,https://www.texassecuretitle.com/,Below $1,Private,0
Ithaca,https://www.simplifed.com/,"$1 to $500,000",Private,0
Los Angeles,https://www.bcdtofuhouse.com/,"$25,000,001 to $100,000,000",Non Profit,0
Radnor,https://mineralystx.com/,Below $1,Non Profit,0
San Diego,https://www.gafcon.com/,"$25,000,001 to $100,000,000",Private,0
Exton,https://www.energage.com/,"$7,500,001 to $25,000,000",Private,0
Chino,https://www.omnialeather.com/,"$25,000,001 to $100,000,000",Private,0
Park Ridge,https://bjbproperties.com/,"$500,001 to $7,500,000",Non Profit,1
Tucson,https://southernarizonalaborists.com/,Undefined,Private,0
Minneapolis,https://ttconcology.com/,Below $1,Private,0
Fort Myers,https://swflorida.dressforsuccess.org/,"$1 to $500,000",Non Profit,0
Lawton,https://hilliary.com/,"$1 to $500,000",Private,0
Knoxville,http://www.knoxvillehabitat.com,"$500,001 to $7,500,000",Non Profit,0
Forest Grove,https://www.jenningsmccall.com/,"$7,500,001 to $25,000,000",Private,0
Houston,http://www.priviahealth.com,"$100,000,001 or Above",Private,0
Wilmington,http://micromedicalsolutions.net,"$7,500,001 to $25,000,000",Non Profit,0
Wooster,http://www.buckeyeoilinc.com/,Below $1,Private,0
Northbrook,https://compasshealthcenter.net/northbrook/,"$500,001 to $7,500,000",Private,0
Newton,https://kuzani.com/,Below $1,Private,0
Wilmington,https://near.org/,"$500,001 to $7,500,000",Private,0
Bloomington,https://biaggis.com/,"$25,000,001 to $100,000,000",Private,0
Lafayette,http://www.woundcarecc.org,"$1 to $500,000",Private,0
Providence,https://bremerlawllc.com/,"$500,001 to $7,500,000",Private,0
San Diego,http://www.arthrosi.com,"$1 to $500,000",Private,0
Brentwood,http://tnquickcash.com,"$7,500,001 to $25,000,000",Private,0
Tucson,https://www.ogeezbrands.com/,"$7,500,001 to $25,000,000",Private,0
Nashville,https://kabinart.com/,"$25,000,001 to $100,000,000",Private,0
Berkeley,https://www.uscatholicchina.org/,Below $1,Private,0
Roanoke,https://www.letprohelp.com/,Undefined,Private,0
Portland,https://www.contractbusdrivers.com/,Undefined,Private,0
Plano,https://www.liquidagents.com/,"$100,000,001 or Above",Private,1
San Francisco,https://www.expedia.com/San-Diego-Hotels-Handlery-Hotel.,"$7,500,001 to $25,000,000",Private,0
Mount Vernon,https://wycoffinsurance.com/,Undefined,Private,0
Pasadena,https://www.nudjhealth.com/,"$1 to $500,000",Private,0
Stonington,https://savaseniorcare.com/pendleton-health-and-rehabilitation-center,Below $1,Private,0
San Diego,https://toragenbiotech.com/,Below $1,Private,0
Dallas,https://brainstormshelter.com/,Undefined,Private,0
North Charleston,http://www.famularis.com,"$500,001 to $7,500,000",Private,0
Waltham,https://www.sciphermedicine.com/,"$500,001 to $7,500,000",Private,0
Oakland,https://www.fivetran.com/,"$25,000,001 to $100,000,000",Private,0
New York,https://www.lambis.com/,"$25,000,001 to $100,000,000",Non Profit,0
Las Vegas,https://www.ballet.com/en/,"$1 to $500,000",Non Profit,0
Burnsville,https://www.metrosales.com,Undefined,Private,0
Whitefish,http://www.rebeccafarm.org,"$500,001 to $7,500,000",Private,0
Peachtree Corners,https://www.hfecorp.com/,"$100,000,001 or Above",Private,1
San Francisco,http://teespring.com,"$1 to $500,000",Private,0
Palatine,https://www.cleanair.com/,"$7,500,001 to $25,000,000",Private,0
Lansing,https://www.lansingymca.org/,"$500,001 to $7,500,000",Private,0
New Rochelle,http://www.swmanagement.com/,Undefined,Non Profit,1
Ocala,http://www.marionseniorservices.org,"$7,500,001 to $25,000,000",Non Profit,0
Grand Rapids,https://www.davenport.edu/,"$25,000,001 to $100,000,000",Private,0
San Francisco,http://kirilys.com,Below $1,Private,0
Plano,https://prestigeusa.net/,"$25,000,001 to $100,000,000",Non Profit,0
Sacramento,https://www.operationsnowleopard.org,Undefined,Private,0
Ridgefield,https://www.keeler.com/,"$100,000,001 or Above",Private,0
South San Francisco,http://www.greenspan-ai.com,"$25,000,001 to $100,000,000",Private,0
San Francisco,https://bacoproperties.com/,Undefined,Private,1
Santa Clara,https://netbasequid.com/,"$25,000,001 to $100,000,000",Private,0
Wasilla,https://www.geico.com/,Undefined,Private,0
Dallas,http://www.parivedasolutions.com,"$100,000,001 or Above",Private,0
Prescott,https://firstfruits.com/,"$100,000,001 or Above",Private,1
Boca Raton,https://bloommedicinals.com/,Undefined,Private,0
Schaumburg,https://www.sunwaus.com/?msclkid=7dd3af46cfa811ec8c99f8fe5d180de2,"$25,000,001 to $100,000,000",Private,0
Alpharetta,https://strongsidesolutions.com/,"$500,001 to $7,500,000",Private,0
Los Angeles,https://www.urthcaffe.com/,"$25,000,001 to $100,000,000",Private,0
El Cajon,http://www.mcalisterinc.org,"$25,000,001 to $100,000,000",Private,1
Miami,http://www.metriceng.com,"$500,001 to $7,500,000",Private,1
Birmingham,https://www.spaingillon.com/,Undefined,Non Profit,0
East Meadow,http://www.c21amhomes.com/,Undefined,Private,0
Seattle,https://mehrer.com/,Undefined,Private,0
Santa Monica,http://www.media-lab.ai,"$25,000,001 to $100,000,000",Non Profit,0
Hobe Sound,https://www.mcarthurgolf.com/,"$500,001 to $7,500,000",Private,0
Lower Township,http://www.lundsfish.com,"$100,000,001 or Above",Private,1
Fort Lauderdale,https://mergeit.net/,"$7,500,001 to $25,000,000",Private,0
Roxbury,https://nuestracdc.org/,"$7,500,001 to $25,000,000",Private,0
Washington,http://nonprofithr.com,Undefined,Private,0
Mount Vernon,http://www.baybabyproduce.com,Undefined,Private,0
Los Angeles,http://createmusicgroup.com,"$100,000,001 or Above",Private,1
Crockett,https://www.crockettmedicalcenter.com/,"$500,001 to $7,500,000",Non Profit,0
Las Vegas,https://melsdrive-in.com/,Undefined,Private,0
Richmond,https://preferredbynature.org,"$7,500,001 to $25,000,000",Private,0
Santa Ana,https://paulmitchell.edu/,"$7,500,001 to $25,000,000",Private,0
Houston,http://www.phoenixhealthcareservices.us/,"$500,001 to $7,500,000",Private,0
San Joaquin,http://vht.org/,"$25,000,001 to $100,000,000",Private,0
Stockton,https://www.sjhealth.org/,"$25,000,001 to $100,000,000",Other,0
Sarasota,https://www.solardirect.com/,Undefined,Private,0
Mount Clemens,http://www.svsvision.com,"$100,000,001 or Above",Private,1
Chesterfield,http://www.nationalascbilling.com,"$25,000,001 to $100,000,000",Private,1
Los Altos,http://www.neuvivo.com,Below $1,Private,0
Tallahassee,https://www.discvillage.org/,"$7,500,001 to $25,000,000",Private,0
New York,http://www.fruitstreet.com,"$500,001 to $7,500,000",Private,0
Roswell,https://pcnm.com/,Undefined,Private,0
Colorado Springs,https://adaptamedical.com/,Below $1,Private,0
Burlington,https://us.pharmaessentia.com/,"$500,001 to $7,500,000",Private,0
Newton,https://www.janzenfamilyfarms.com/,"$1 to $500,000",Private,0
Herndon,https://psychometristcertification.org/,"$1 to $500,000",Private,0
Kent,https://www.smithersoasis.com/,"$100,000,001 or Above",Private,0
Eagleswood,http://www.newjerseyrp.org,Below $1,Other,0
Johnston,https://www.hyperionfc.com/,"$500,001 to $7,500,000",Non Profit,0
New York,http://www.theboxnyc.com,"$500,001 to $7,500,000",Other,0
Terre Haute,http://Harshacenter.com,"$500,001 to $7,500,000",Private,0
Los Angeles,https://originalsyndicate.com/,"$1 to $500,000",Private,0
Wetumpka,https://www.collierfordinc.com/,"$7,500,001 to $25,000,000",Private,0
Salt Lake City,https://biomerics.com/,"$100,000,001 or Above",Private,0
Denver,https://www.sondermind.com/,"$25,000,001 to $100,000,000",Private,0
South Burlington,https://www.beta.team/,"$7,500,001 to $25,000,000",Private,0
West Lafayette,http://amplifiedsciences.com/,Below $1,Private,0
New York,http://www.gunnercooke.com,Undefined,Other,0
San Antonio,https://tia-group.com/,"$500,001 to $7,500,000",Private,0
Seattle,https://nwjustice.org/,"$25,000,001 to $100,000,000",Non Profit,1
Alameda,https://waxcenter.com/pages/about-us,Undefined,Private,1
Brea,https://www.85cbakerycafe.com/,"$100,000,001 or Above",Private,1
Alhambra,http://www.usnci.com,"$7,500,001 to $25,000,000",Private,0
Corpus Christi,http://www.kwrs.com,"$25,000,001 to $100,000,000",Private,0
Mobile,http://www.medexbillingservices.com,Undefined,Private,0
New York,https://www.globalcitizen.org/en/,"$100,000,001 or Above",Non Profit,0
Burbank,http://appliedminds.com,"$7,500,001 to $25,000,000",Private,0
Madison,http://flugen.com/,"$500,001 to $7,500,000",Non Profit,0
Los Angeles,http://www.wagmorpets.org,Undefined,Non Profit,0
Chicago,https://www.bluecrewjobs.com/,"$25,000,001 to $100,000,000",Private,1
Lake Oswego,https://www.trilogyhomecare.com/,Below $1,Private,0
Media,https://www.fairacres.org/,"$25,000,001 to $100,000,000",Other,0
Timonium,http://www.BFGFA.com,Undefined,Private,0
Los Angeles,http://www.biscuitfilmworks.com,Undefined,Private,0
Montebello,https://2253apparelinc.com/,Undefined,Private,1
Las Vegas,http://www.dbdvegas.com,"$7,500,001 to $25,000,000",Private,0
Ephrata,https://www.retreatbehavioralhealth.com/,Undefined,Private,0
San Francisco,https://www.localcapgroup.com/,Undefined,Private,0
Woburn,http://www.eirionthera.com/,Below $1,Private,0
Cedarhurst,http://www.barnettcorporation.com,"$100,000,001 or Above",Private,0
Union,https://www.patelcorp.com/,"$7,500,001 to $25,000,000",Private,0
Honolulu,http://enewhope.org,"$7,500,001 to $25,000,000",Private,0
Des Moines,https://www.calvincommunity.org/,"$7,500,001 to $25,000,000",Private,0
Houston,http://www.symfoni.io,Below $1,Private,0
Morristown,https://www.copper67.com/,Below $1,Private,0
Great Barrington,https://berkshares.org/,Below $1,Private,0
New York,https://massivebio.com/,Undefined,Private,0
Issaquah,https://www.washingtontechnology.org,"$7,500,001 to $25,000,000",Private,0
Rialto,http://www.shipallways.com,"$25,000,001 to $100,000,000",Private,1
Alsip,https://www.donsonmachine.com/,"$7,500,001 to $25,000,000",Private,1
Waltham,https://www.pole3.com/,"$1 to $500,000",Private,0
Lindo,https://reflectionsrecoveryutah.com/,Undefined,Non Profit,0
San Francisco,https://zora.co/,"$1 to $500,000",Private,0
Austin,http://www.alliedscholars.org,"$1 to $500,000",Non Profit,0
Dover,https://lizar.bio/,Undefined,Private,0
Washington,https://www.rferl.org/,"$100,000,001 or Above",Private,0
Incline Village,https://palolo.com/,Below $1,Private,0
North Brunswick,http://www.nistarrisk.com/,"$1 to $500,000",Non Profit,0
Lake Success,http://www.canyonmtgcorp.com/,Undefined,Private,0
Kansas City,http://ihopkc.org,"$7,500,001 to $25,000,000",Private,0
Bronx,https://www.bronxnycmotorcars.com/,"$25,000,001 to $100,000,000",Private,0
Newport Beach,https://seashoreacademy.org/,"$500,001 to $7,500,000",Private,0
San Diego,https://atlasexecutive.com/,"$25,000,001 to $100,000,000",Private,0
Denver,http://www.tagrestaurantgroup.com,"$7,500,001 to $25,000,000",Private,0
Denver,https://opolis.co/,"$1 to $500,000",Private,0
Allentown,http://treeways.com,"$25,000,001 to $100,000,000",Private,0
Clearwater,https://www.knowbe4.com/,"$100,000,001 or Above",Private,0
Las Vegas,https://www.agrgroupinc.com/,Below $1,Private,0
Washington,http://myblueprints.org,"$25,000,001 to $100,000,000",Non Profit,1
Santa Barbara,http://www.sansum.org,"$500,001 to $7,500,000",Non Profit,0
San Francisco,https://lattice.com/,"$100,000,001 or Above",Private,0
Piscataway,https://www.valuemomentum.com/,Undefined,Private,0
Pomona,http://www.seafoodcity.com,"$100,000,001 or Above",Private,1
Itasca,http://www.maoinc.com,"$100,000,001 or Above",Private,0
Bushwood,http://www.bb-maintenance.com/,"$500,001 to $7,500,000",Private,0
Orcutt,https://www.blast825brewery.com/,Undefined,Private,0
Monroe,https://www.rickscott.senate.gov/,"$500,001 to $7,500,000",Private,0
Birmingham,https://onealind.com/,"$100,000,001 or Above",Private,0
Bellflower,http://www.emptransportation.com,Below $1,Private,1
San Francisco,https://bioqpharma.com/,"$500,001 to $7,500,000",Private,0
Billings,https://www.tjstaffinginc.com/,Undefined,Private,0
Chicago,https://www.seniorhelpers.com/,"$500,001 to $7,500,000",Private,0
Chicago,https://oxfordliving.ca/,Undefined,Private,0
New York,http://www.circlelinkhealth.com,"$500,001 to $7,500,000",Private,0
Mesa,https://gmsaz.org/,"$7,500,001 to $25,000,000",Private,0
Boynton Beach,http://www.hiyahealth.com,Below $1,Private,0
Washington,http://www.scaleforchange.org,"$500,001 to $7,500,000",Private,0
San Diego,https://ihpsocal.org/,"$25,000,001 to $100,000,000",Private,0
Dallas,https://www.fischercompany.com/clifford-fischer,"$25,000,001 to $100,000,000",Private,1
San Diego,http://elgiatherapeutics.com,Below $1,Private,0
Brooklyn,https://www.bhrags.org/,Below $1,Non Profit,0
Salida,https://www.k3mgmt.com/,Undefined,Private,0
Huntersville,https://www.atlantisfishco.com/,Below $1,Private,0
Greenfield,https://www.franklinbar.org/,Below $1,Private,0
Austin,http://homeaglow.com,Below $1,Private,0
Coral Gables,https://gulfworldmarinepark.com/,"$7,500,001 to $25,000,000",Private,0
Los Angeles,http://www.gscsecurity.com,Undefined,Private,1
San Diego,https://www.harborwholesale.com/,Undefined,Private,0
Mercer Island,http://globalcea.org,"$1 to $500,000",Non Profit,0
Tampa,https://leadingresponse.com/,"$25,000,001 to $100,000,000",Non Profit,0
Hamburg,http://www.crystalgolfresort.com,"$25,000,001 to $100,000,000",Non Profit,1
Tucson,https://www.proselfstorage.com/,"$500,001 to $7,500,000",Other,0
Pasadena,https://www.dilbeck.com/,"$500,001 to $7,500,000",Other,1
Naples,https://vitexsystems.com/,Undefined,Private,0
Los Angeles,http://heartofla.org/,"$500,001 to $7,500,000",Private,0
Costa Mesa,http://carerxhealth.com,"$7,500,001 to $25,000,000",Private,0
Pasadena,https://www.metamedia.global/,"$1 to $500,000",Private,0
Franklin Township,https://www.labvantage.com/,"$100,000,001 or Above",Private,0
Pylesville,http://sites.goggle.com/view/sportsmanchapter,Below $1,Non Profit,0
Kennett Square,https://viaoneservices.com/,"$1 to $500,000",Private,0
Palo Alto,https://www.mercari.com/?ref=it,Undefined,Private,0
Atlanta,https://www.tspmg.com/,"$100,000,001 or Above",Private,0
Ypsilanti,https://www.acmwillowrun.org/,"$7,500,001 to $25,000,000",Non Profit,0
Encino,https://freedomvisionsurgery.com/,Undefined,Private,1
Syracuse,https://www.helio.health/,"$25,000,001 to $100,000,000",Private,0
Walnut,http://www.unisco.com,"$100,000,001 or Above",Private,0
Maple Grove,https://midwesthardwood.com/,Undefined,Private,0
Los Angeles,http://www.arete.com,Below $1,Private,0
Sandy Springs,https://sandyspringadventurepark.org/,"$500,001 to $7,500,000",Private,0
Pasadena,http://www.spokeo.com,"$25,000,001 to $100,000,000",Private,0
Scottsdale,https://worldatwork.org/,"$1 to $500,000",Non Profit,0
Herrin,http://monchino.com,Undefined,Private,1
Cumberland,https://realscienceinnovations.net/,"$500,001 to $7,500,000",Private,0
Catonsville,http://shoarefs.org/,Undefined,Private,1
Seattle,http://www.proniras.com,"$500,001 to $7,500,000",Private,0
Washington,http://www.academic-travel.com,"$500,001 to $7,500,000",Private,0
Lancaster,https://timelistgroup.org/,Undefined,Non Profit,0
Knoxville,https://www.remingtoncollege.edu/,"$25,000,001 to $100,000,000",Non Profit,1
New York,http://www.grapevine.org,Below $1,Private,0
Merrillville,http://www.ibew697benefits.com,Undefined,Non Profit,0
San Francisco,https://www.wanderjaunt.com/,"$7,500,001 to $25,000,000",Private,0
Stantonsburg,https://mvrkfarms.com/,"$500,001 to $7,500,000",Private,0
Santa Rosa,http://starkrestaurants.com,"$25,000,001 to $100,000,000",Private,0
Bloomington,http://expo2027.us,Below $1,Private,0
Los Angeles,https://www.oakwooddno.com/,"$500,001 to $7,500,000",Private,0
Ada,http://okenergyproducers.org,"$1 to $500,000",Private,0
Long Beach,https://www.laserfiche.com/,Below $1,Private,1
New York,http://www.threadstonelp.com,"$500,001 to $7,500,000",Private,0
New York,https://linksdao.io/,Below $1,Private,0
Surfside,https://evqlv.com/,"$1 to $500,000",Private,0
Indio,http://www.eldoradopoloclub.com,"$500,001 to $7,500,000",Private,0
Frankfort,https://kwcfc.ky.gov/,Undefined,Other,0
Clermont,https://www.clubexploria.com/,"$7,500,001 to $25,000,000",Private,0
Brooklyn,https://www.esquiremanagement.com/,Undefined,Private,0
Colorado Springs,http://www.pxant.com,"$7,500,001 to $25,000,000",Private,0
Los Angeles,http://www.aagla.org,"$500,001 to $7,500,000",Non Profit,0
San Angelo,https://www.tatetechnologyllc.com/,Below $1,Private,0
Kenna,http://www.lifetite.com,"$7,500,001 to $25,000,000",Private,0
Philadelphia,http://comhar.org,Undefined,Non Profit,1
New York,http://www.archlabs.com,"$1 to $500,000",Non Profit,0
San Antonio,https://www.forwardedge.ai/,"$1 to $500,000",Private,0
Reston,https://perfusionmedical.com/,Below $1,Private,0
Boston,https://www.row34.com/,"$7,500,001 to $25,000,000",Private,0
San Diego,https://gc1holding.com/en/,Below $1,Private,0
Bonita Springs,https://www.rcsirrigation.com/,"$500,001 to $7,500,000",Private,0
New York,https://simplebet.io/,Undefined,Private,0
Teaneck,http://www.jewinthecity.com/,Undefined,Other,0
Owings Mills,https://www.lionbrothers.com/,"$25,000,001 to $100,000,000",Private,0
Dallas,http://www.pegasuscharter.org,Undefined,Other,0
Santa Ana,https://www.codanusa.com/,"$25,000,001 to $100,000,000",Private,0
San Clemente,https://www.ostealtx.com/,Below $1,Non Profit,0
Columbia,http://WWW.CAC-HC.ORG,"$7,500,001 to $25,000,000",Private,0
Amherst,http://ancestral-bridges.org,Undefined,Non Profit,0
Brooklyn,http://www.tenhopebk.com/,Undefined,Other,0
Austin,http://kpgcommercial.com/,Below $1,Private,0
Los Angeles,https://paniottolaw.com/,Undefined,Private,0
Evansville,https://www.lensingbuildingspecialties.com/,"$25,000,001 to $100,000,000",Private,0
Corvallis,https://immunis.ai/,Below $1,Private,0
Chicago,https://safetyservicesystems.com/,"$500,001 to $7,500,000",Private,0
Boston,http://www.suffolkdowns.com,"$25,000,001 to $100,000,000",Private,0
Corpus Christi,https://www.shrinersinternational.org/en/chapters/al-amin-shriners,Undefined,Non Profit,0
Houston,https://www.casahope.org/,"$500,001 to $7,500,000",Private,0
Los Angeles,http://www.tadg.com,"$7,500,001 to $25,000,000",Private,0
Des Peres,http://yorkmanagementgroup.com/excelsior-springs-missouri-license-office/,Undefined,Private,0
Skokie,https://menorafinancial.com/,"$25,000,001 to $100,000,000",Private,0
Bible School Park,https://www.daviscollege.edu/,"$500,001 to $7,500,000",Private,0
Phoenix,https://www.friendlyhouse.org/,"$7,500,001 to $25,000,000",Non Profit,0
Burlington,https://www.wehealthusa.com/,Below $1,Private,0
Buffalo,https://www.brylin.com/,"$25,000,001 to $100,000,000",Private,0
Eugene,https://www.ourchildrenstrust.org/,"$500,001 to $7,500,000",Non Profit,0
Newton,https://www.savrantech.com/,Below $1,Private,0
St. Cloud,https://www.serenityreserve.com/,"$500,001 to $7,500,000",Private,0
New York,https://legacyservicepartners.com/,"$25,000,001 to $100,000,000",Private,0
Half Moon Bay,https://www.seacrestschool.org/,"$500,001 to $7,500,000",Non Profit,0
Boulder,https://www.bouldercounty.org/,"$500,001 to $7,500,000",Private,0
New York,https://www.wooriamericabank.com/,Undefined,Private,0
New York,https://www.accrete.ai/,Undefined,Non Profit,0
Calumet,https://www.calumetelectronics.com/,"$500,001 to $7,500,000",Private,0
San Diego,https://www.educ-enrichment.org/,"$7,500,001 to $25,000,000",Private,0
Santa Clara,http://www.vavehealth.com,"$500,001 to $7,500,000",Private,0
Pasadena,https://sienzaenergy.com/,Below $1,Private,0
Long Island City,http://ripmedicaldebt.org,"$7,500,001 to $25,000,000",Private,0
Cambridge,http://www.lifecanvastech.com,"$500,001 to $7,500,000",Private,0
Sterling,https://www.cynetsystems.com/,"$25,000,001 to $100,000,000",Private,0
Syosset,http://www.cmedirect.net,"$1 to $500,000",Private,0
Austin,http://www.freebirds.com,"$25,000,001 to $100,000,000",Private,0
New York,http://www.swingers.club,Undefined,Private,0
Queen Creek,http://trueupcompanies.com,Undefined,Private,0
Moorpark,http://www.rusticcanyongolfcourse.com,"$500,001 to $7,500,000",Private,0
Redwood City,https://anomali.com/,"$25,000,001 to $100,000,000",Private,0
Lewes,https://medical.globalbrigades.org/,"$500,001 to $7,500,000",Private,0
New York,https://www.rpb.org/,Below $1,Other,0
New York,https://neurvati.com/,Below $1,Other,0
Earth City,http://credit-control.com,"$25,000,001 to $100,000,000",Private,1
South Orange,http://www.chlp.org/,"$500,001 to $7,500,000",Other,0
Peabody,http://peabody-ma.gov,Below $1,Private,0
Mill Valley,http://www.aubergeresorts.com/,Undefined,Private,1
San Antonio,http://www.crandallassoc.com,Undefined,Private,0
Phoenix,http://www.thepharmaz.com,"$25,000,001 to $100,000,000",Private,0
Georgetown,http://www.wrrk.com,Undefined,Private,0
Birmingham,https://www.croux.co/,Undefined,Non Profit,0
Palmerton,https://www.carboncountychamber.org/,Below $1,Private,0
Houston,http://fabcous.com/,"$100,000,001 or Above",Non Profit,0
Overland Park,https://lmaweb.com/,"$7,500,001 to $25,000,000",Non Profit,0
Livermore,https://www.kinetics.net/en/about-us/vision-and-mission,Undefined,Private,1
Eagleville,https://www.eagleville.org/about-us/leadership-team/,"$25,000,001 to $100,000,000",Private,0
Los Angeles,https://magenamusa.org/,"$500,001 to $7,500,000",Private,0
Watkinsville,https://www.gasurgery.com/,"$7,500,001 to $25,000,000",Private,0
Ripon,https://www.calfreight.com/,"$100,000,001 or Above",Private,1
Vacaville,https://bluemountainair.net,Undefined,Private,0
Ventura,https://rewardpathrecovery.com/,"$1 to $500,000",Private,0
Peabody,https://www.seltser.com/,Undefined,Private,0
Moundsville,https://adventures.grandvuepark.com/,"$1 to $500,000",Private,0
Chadds Ford,https://www.thomassci.com/,"$25,000,001 to $100,000,000",Private,1
Haslet,https://apsalliance.com/,Undefined,Non Profit,0
Cedarhurst,http://www.prisminsurancegroup.com,"$500,001 to $7,500,000",Private,0
Somis,https://www.thesaticoyclub.com/,"$500,001 to $7,500,000",Non Profit,1
Fort Collins,https://huskpowersystems.com/,"$500,001 to $7,500,000",Private,0
Miami,https://www.covid-testing-today.com/,Undefined,Private,0
New York,https://www.brownstoneagency.com/,"$7,500,001 to $25,000,000",Private,0
Walnut Creek,https://www.teamworktown.com/,Below $1,Private,0
Detroit,http://www.cherubimserve.com,Undefined,Private,0
North Hollywood,http://avamedworkforce.com,Undefined,Private,0
Jackson,https://www.stdom.com/services/radiology/,"$7,500,001 to $25,000,000",Private,0
Gramercy,http://frisards.com/,Undefined,Private,0
Austin,https://www.stantonchase.com/,"$500,001 to $7,500,000",Non Profit,0
Ventura,http://www.lmvna.org,"$500,001 to $7,500,000",Non Profit,1
Torrance,https://guardiangroup.com/,"$500,001 to $7,500,000",Private,1
Highlands,http://www.zxptech.com/,"$25,000,001 to $100,000,000",Private,0
Palo Alto,https://www.vlplawgroup.com/,"$7,500,001 to $25,000,000",Private,0
Phoenix,http://www.azventurecap.com,"$1 to $500,000",Non Profit,0
Santa Clarita,http://www.fslps.com/,"$7,500,001 to $25,000,000",Private,1
East Rutherford,http://www.lincolnequities.com,Below $1,Private,1
